# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 17 18:47:25 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1
# CONSTRAINT:  and pl_bmassestr > 10)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN hd_name:        HD ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN pul_flag:       Detected by Pulsar Timing Variations
# COLUMN ptv_flag:       Detected by Pulsation Timing Variations
# COLUMN tran_flag:      Detected by Transits
# COLUMN ast_flag:       Detected by Astrometric Variations
# COLUMN obm_flag:       Detected by Orbital Brightness Modulations
# COLUMN micro_flag:     Detected by Microlensing
# COLUMN etv_flag:       Detected by Eclipse Timing Variations
# COLUMN ima_flag:       Detected by Imaging
# COLUMN dkin_flag:      Detected by Disk Kinematics
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_nrvc:        Number of Radial Velocity Time Series
#
pl_name,hostname,hd_name,default_flag,sy_snum,sy_pnum,cb_flag,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_mass,st_masserr1,st_masserr2,st_masslim,st_nrvc
HD 160691 c,HD 160691,HD 160691,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MCCARTHY_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..575M/abstract target=ref> McCarthy et al. 2004 </a>,2986.00000000,30.00000000,-30.00000000,0,4.170000,0.070000,-0.070000,0,,,,,985.23000,225.65000,-225.65000,0,Msini,0.570000,0.100000,-0.100000,0,51.000,7.000,-7.000,0,<a refstr=MCCARTHY_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..575M/abstract target=ref> McCarthy et al. 2004 </a>,1.08,0.05,-0.05,0,6
HD 160691 c,HD 160691,HD 160691,1,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,3947.00000000,23.00000000,-23.00000000,0,,,,,,,,,1398.44499,,,1,Mass,,,,,22.180,0.250,-0.250,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,1.13,0.02,-0.02,0,6
HD 160691 d,HD 160691,HD 160691,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GOZDZIEWSKI_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..546G/abstract target=ref> Gozdziewski et al. 2007</a>,9.63690000,0.00500000,-0.00500000,0,0.092860,,,0,,,,,10.17000,,,0,Msini,0.184000,0.200000,-0.200000,0,2.826,1.000,-1.000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.03,0.15,-0.11,0,6
HD 160691 d,HD 160691,HD 160691,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,9.63860000,0.00150000,-0.00150000,0,0.090940,,,0,,,,,10.55470,,,0,Msini,0.172000,0.040000,-0.040000,0,3.060,0.130,-0.130,0,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,1.08,,,0,6
HD 160691 d,HD 160691,HD 160691,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=SANTOS_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...426L..19S/abstract target=ref> Santos et al. 2004 </a>,9.55000000,0.03000000,-0.03000000,0,0.090000,,,0,,,,,14.00000,,,0,Msini,0.000000,0.020000,-0.020000,0,4.100,0.200,-0.200,0,<a refstr=SANTOS_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...426L..19S/abstract target=ref> Santos et al. 2004 </a>,1.10,0.05,-0.05,0,6
HD 160691 e,HD 160691,HD 160691,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GOZDZIEWSKI_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..546G/abstract target=ref> Gozdziewski et al. 2007</a>,307.47500000,1.50000000,-1.50000000,0,0.934000,,,0,,,,,152.55200,,,0,Msini,0.079000,0.060000,-0.060000,0,13.195,2.000,-2.000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.03,0.15,-0.11,0,6
HD 160691 e,HD 160691,HD 160691,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,310.55000000,0.83000000,-0.83000000,0,0.921000,,,0,,,,,165.86850,,,0,Msini,0.066600,0.012200,-0.012200,0,14.910,0.590,-0.590,0,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,1.08,,,0,6
HD 160691 e,HD 160691,HD 160691,1,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,307.90000000,0.30000000,-0.30000000,0,,,,,,,,,2224.79885,,,1,Mass,,,,,12.230,0.270,-0.270,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,1.13,0.02,-0.02,0,6
HD 163607 b,HD 163607,HD 163607,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GIGUERE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...744....4G/abstract target=ref> Giguere et al. 2012 </a>,75.29000000,0.02000000,-0.02000000,0,0.360000,0.010000,-0.010000,0,,,,,244.72000,12.71000,-12.71000,0,Msini,0.730000,0.020000,-0.020000,0,51.100,1.400,-1.400,0,<a refstr=GIGUERE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...744....4G/abstract target=ref> Giguere et al. 2012 </a>,1.09,0.02,-0.02,0,1
HD 163607 b,HD 163607,HD 163607,1,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,75.22030000,0.00940000,-0.00940000,0,0.362000,0.016000,-0.016000,0,,,,,249.05159,3.11473,-3.11473,0,Msini,0.744100,0.007100,-0.007100,0,52.340,0.740,-0.740,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1.12,,,0,1
HD 163607 b,HD 163607,HD 163607,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,75.19500000,0.03400000,-0.03400000,0,0.362000,0.017000,-0.017000,0,,,,,251.08570,34.96130,-34.96130,0,Msini,0.744000,0.012000,-0.012000,0,53.000,1.400,-1.400,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.12,0.16,-0.16,0,1
HD 163607 c,HD 163607,HD 163607,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1267.40000000,7.20000000,-7.20000000,0,2.380000,0.120000,-0.120000,0,,,,,686.51280,85.81410,-85.81410,0,Msini,0.076000,0.023000,-0.023000,0,37.720,0.950,-0.950,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.12,0.16,-0.16,0,1
HD 163607 c,HD 163607,HD 163607,1,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1272.00000000,4.40000000,-4.40000000,0,2.390000,0.110000,-0.110000,0,,,,,699.54383,11.75971,-11.75971,0,Msini,0.080000,0.014000,-0.014000,0,38.370,0.650,-0.650,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1.12,,,0,1
HD 163607 c,HD 163607,HD 163607,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GIGUERE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...744....4G/abstract target=ref> Giguere et al. 2012 </a>,1314.00000000,8.00000000,-8.00000000,0,2.420000,0.010000,-0.010000,0,,,,,727.80000,50.85000,-50.85000,0,Msini,0.120000,0.060000,-0.060000,0,40.400,1.300,-1.300,0,<a refstr=GIGUERE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...744....4G/abstract target=ref> Giguere et al. 2012 </a>,1.09,0.02,-0.02,0,1
HD 164922 b,HD 164922,HD 164922,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1155.00000000,23.00000000,-23.00000000,0,2.100000,0.040000,-0.040000,0,,,,,98.52730,15.89150,-15.89150,0,Msini,0.050000,0.090000,-0.090000,0,7.300,1.200,-1.200,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.76,0.06,-0.06,0,1
HD 164922 b,HD 164922,HD 164922,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,1201.10000000,5.60000000,-5.50000000,0,2.115000,0.012000,-0.012000,0,,,,,107.60000,4.90000,-4.80000,0,Msini,0.126000,0.049000,-0.050000,0,7.150,0.310,-0.310,0,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,0.87,0.01,-0.01,0,1
HD 164922 b,HD 164922,HD 164922,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1198.50000000,3.20000000,-3.10000000,0,2.149000,0.025000,-0.025000,0,,,,,109.33297,4.13177,-4.13177,0,Msini,0.065000,0.027000,-0.029000,0,6.980,0.210,-0.220,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,0.92,0.03,-0.03,0,1
HD 164922 b,HD 164922,HD 164922,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,1155.00000000,23.00000000,-23.00000000,0,2.110000,0.130000,-0.130000,0,,,,,114.41400,14.62000,-14.62000,0,Msini,0.050000,0.140000,-0.140000,0,,,,,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,0.94,,,0,1
HD 164922 b,HD 164922,HD 164922,1,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,1207.00000000,4.00000000,-5.00000000,0,2.160000,0.030000,-0.030000,0,,,,,116.00000,10.00000,-12.00000,0,Msini,0.080000,0.060000,-0.050000,0,6.700,0.300,-0.300,0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,0.93,0.03,-0.04,0,1
HD 164922 c,HD 164922,HD 164922,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,75.76500000,0.05800000,-0.05600000,0,0.335100,0.001500,-0.001500,0,,,,,12.90000,1.60000,-1.60000,0,Msini,0.220000,0.130000,-0.130000,0,2.220,0.300,-0.290,0,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,0.87,0.01,-0.01,0,1
HD 164922 c,HD 164922,HD 164922,1,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,75.74000000,0.06000000,-0.05000000,0,0.341000,0.004000,-0.004000,0,,,,,13.00000,3.00000,-2.00000,0,Msini,0.120000,0.110000,-0.090000,0,2.200,0.200,-0.200,0,<a refstr=BENATTI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..50B/abstract target=ref>Benatti et al. 2020</a>,0.93,0.03,-0.04,0,1
HD 164922 c,HD 164922,HD 164922,0,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,75.81700000,0.03700000,-0.03800000,0,0.341100,0.003900,-0.003900,0,,,,,14.33406,1.14418,-1.11240,0,Msini,0.096000,0.088000,-0.066000,0,2.310,0.180,-0.170,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,0.92,0.03,-0.03,0,1
HD 164922 e,HD 164922,HD 164922,1,1,4,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,41.76300000,0.01200000,-0.01200000,0,0.229200,0.002600,-0.002700,0,,,,,10.52012,0.98527,-0.98527,0,Msini,0.086000,0.083000,-0.060000,0,2.060,0.190,-0.190,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,0.92,0.03,-0.03,0,1
HD 168443 b,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,58.11120000,0.00090000,-0.00090000,0,0.290000,0.005000,-0.005000,0,,,,,2377.27000,85.81000,-85.81000,0,Msini,0.530000,0.001000,-0.001000,0,476.000,1.000,-1.000,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,,,,,6
HD 168443 b,HD 168443,HD 168443,1,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,58.11187000,0.00024000,-0.00018000,0,0.292000,0.011000,-0.012000,0,,,,,2424.39509,192.60401,-201.18538,0,Msini,0.530000,0.002000,-0.001000,0,475.836,1.298,-0.790,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,0.98,0.12,-0.12,0,6
HD 168443 b,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=PILYAVSKY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..162P/abstract target=ref> Pilyavsky et al. 2011 </a>,58.11247000,0.00030000,-0.00030000,0,0.293100,0.001810,,0,,,,,2434.15700,30.98700,-30.98700,0,Msini,0.528830,0.001030,-0.001030,0,475.133,0.910,-0.910,0,<a refstr=PILYAVSKY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..162P/abstract target=ref> Pilyavsky et al. 2011 </a>,0.99,0.02,-0.02,0,6
HD 168443 b,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,58.11159000,0.00011000,-0.00011000,0,0.297700,0.002900,-0.002900,0,,,,,2517.20098,47.67426,-50.85255,0,Msini,0.531300,0.000620,-0.000610,0,477.010,0.500,-0.510,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1.04,0.03,-0.03,0,6
HD 168443 b,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,58.11212000,0.00048000,-0.00048000,0,0.300000,0.017000,-0.017000,0,,,,,2545.81830,206.58950,-206.58950,0,Msini,0.529500,0.001100,-0.001100,0,475.540,0.880,-0.880,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.98,0.15,-0.09,0,6
HD 168443 b,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,58.11289000,0.00086000,-0.00086000,0,0.300000,0.017000,-0.017000,0,,,,,2548.89000,206.58000,-206.58000,0,Msini,0.528600,0.003200,-0.003200,0,475.900,1.600,-1.600,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.98,0.15,-0.09,0,6
HD 168443 c,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,1765.80000000,2.20000000,-2.20000000,0,2.840000,0.050000,-0.050000,0,,,,,5361.57000,203.40000,-203.40000,0,Msini,0.222000,0.003000,-0.003000,0,299.200,1.000,-1.000,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,,,,,6
HD 168443 c,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=PILYAVSKY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..162P/abstract target=ref> Pilyavsky et al. 2011 </a>,1749.83000000,0.57000000,-0.57000000,0,2.837300,0.018000,-0.018000,0,,,,,5464.22100,66.74000,-66.74000,0,Msini,0.211300,0.001710,-0.001710,0,297.700,0.618,-0.618,0,<a refstr=PILYAVSKY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..162P/abstract target=ref> Pilyavsky et al. 2011 </a>,0.99,0.02,-0.02,0,6
HD 168443 c,HD 168443,HD 168443,1,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1753.10960000,0.77149000,-0.72042000,0,2.842000,0.110000,-0.120000,0,,,,,5500.33841,810.46244,-287.95254,0,Mass,0.210000,0.002000,-0.003000,0,298.855,0.612,-0.640,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,0.98,0.12,-0.12,0,6
HD 168443 c,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1749.67000000,0.28000000,-0.29000000,0,2.881000,0.028000,-0.028000,0,,,,,5644.63251,111.23994,-111.23994,0,Msini,0.211200,0.001300,-0.001300,0,298.040,0.400,-0.400,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1.04,0.03,-0.03,0,6
HD 168443 c,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,1749.50000000,2.40000000,-2.40000000,0,2.910000,0.170000,-0.170000,0,,,,,5752.50000,476.70000,-477.00000,0,Msini,0.212500,0.001500,-0.001500,0,298.000,1.200,-1.200,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.98,0.15,-0.09,0,6
HD 168443 c,HD 168443,HD 168443,0,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,1748.20000000,1.00000000,-1.00000000,0,2.910000,0.170000,-0.170000,0,,,,,5752.72300,476.74500,-476.74500,0,Msini,0.212200,0.002000,-0.002000,0,298.140,0.610,-0.610,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.98,0.15,-0.09,0,6
HD 169830 b,HD 169830,HD 169830,1,1,2,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,225.67372000,0.05685000,-0.06500000,0,0.765000,0.033000,-0.036000,0,,,,,804.42370,71.19356,-75.32533,0,Msini,0.294000,0.012000,-0.011000,0,79.460,1.349,-1.212,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1.17,0.16,-0.16,0,1
